šport;država;liga;stavina;dan;polčas;tip;hc;tot;igralnaKvota;razlika;profit
soccer;Ekvador;Ecuador A;1x;1;0;2;NULL;NULL;3,30;0,061;-1,00
Basketball;Španija;Spain ACB;1;1;0;2;NULL;NULL;2,85;0,044;-1,00
Basketball;Poljska;Polish Liga;2;1;0;2;NULL;NULL;2,85;0,031;1,85
Basketball;Mednarodni;Adriatic;1;1;0;2;NULL;NULL;1,30;0,051;0,30
soccer;Španija;La Liga;1;1;0;2;NULL;NULL;5,45;0,032;4,45
soccer;Italija;Serie B;1;1;0;2;NULL;NULL;1,85;0,032;0,85
soccer;Italija;Serie A;2;1;0;4;NULL;2,50;1,74;0,041;-1,00
soccer;Italija;Serie A;x2;1;0;2;NULL;NULL;2,22;0,034;-1,00
soccer;Mednarodni;Intl F Women;1;2;0;4;NULL;2,50;1,79;0,034;-1,00
Basketball;Turčija;Turkey TBL;2;2;0;2;NULL;NULL;2,25;0,032;1,25
soccer;Nemčija;Bundesliga 3;2;2;0;4;NULL;2,50;1,75;0,031;0,75
Basketball;Avstrija;Austria OBL;1;2;0;2;NULL;NULL;1,85;0,037;-1,00
soccer;Turčija;Turkey SL;2;2;0;2;NULL;NULL;3,60;0,037;-1,00
Basketball;Francija;France ProA;1;2;0;2;NULL;NULL;1,40;0,037;0,40
soccer;Portugalska;Portuguese 2;2;2;0;2;NULL;NULL;3,80;0,031;-1,00
Basketball;Italija;Italy Lega A;1;2;0;2;NULL;NULL;1,65;0,034;-1,00
Basketball;Mednarodni;Adriatic;2;2;0;2;NULL;NULL;1,50;0,036;-1,00
Basketball;ZDA;NBA;2;3;0;2;NULL;NULL;1,75;0,034;0,75
Basketball;ZDA;NBA;1;3;0;2;NULL;NULL;1,50;0,038;-1,00
Basketball;Kitajska;China BaskAs;2;3;0;2;NULL;NULL;1,55;0,032;-1,00
soccer;Turčija;Turkey Cup;x2;3;0;2;NULL;NULL;2,26;0,049;1,26
Basketball;Mednarodni;Eurocup;1;3;0;2;NULL;NULL;1,65;0,068;0,65
Basketball;Mednarodni;Euro Chall;2;3;0;2;NULL;NULL;1,60;0,055;0,60
soccer;Izrael;Israel Toto;1;3;0;2;0,00;NULL;1,84;0,051;-1,00
soccer;Turčija;Turkey Cup;1;3;0;2;NULL;NULL;1,75;0,032;0,75
Basketball;Mednarodni;Euro Chall;1;3;0;2;NULL;NULL;1,35;0,034;0,35
soccer;Španija;Spain Cup;1;3;0;2;NULL;NULL;2,00;0,033;-1,00
Basketball;Nemčija;Ger - Bund 1;1;3;0;2;NULL;NULL;1,55;0,037;-1,00
Basketball;Mednarodni;Euro Chall;1;3;0;2;NULL;NULL;1,55;0,052;0,55
soccer;Francija;France L Cup;1;3;0;2;NULL;NULL;1,95;0,031;0,95
soccer;Nizozemska;Dutch Cup;2;3;1;4;NULL;1,50;1,60;0,031;-1,00
Basketball;ZDA;NBA;1;4;0;2;NULL;NULL;1,55;0,036;-1,00
Basketball;Filipini;PBA Phil Cup;2;4;0;2;NULL;NULL;1,25;0,035;0,25
Basketball;J.Koreja;Korean BL;2;4;0;2;NULL;NULL;1,88;0,035;0,88
Basketball;J.Koreja;Korean BL;1;4;0;2;NULL;NULL;1,35;0,033;0,35
Basketball;Kitajska;China BaskAs;1;4;0;2;NULL;NULL;1,40;0,041;0,40
Basketball;Kitajska;China BaskAs;2;4;0;2;NULL;NULL;1,45;0,048;0,45
soccer;Srbija;Serbia SL;1;4;0;2;NULL;NULL;2,30;0,033;1,30
soccer;Turčija;Turkey Cup;1;4;0;2;NULL;NULL;8,00;0,037;-1,00
soccer;Srbija;Serbia SL;2;4;0;2;0,00;NULL;2,41;0,056;-1,00
soccer;Portugalska;Portugal Cup;2;4;0;2;NULL;NULL;2,20;0,034;-1,00
Hockey;Rusija;Russia VHL 3;2;4;0;2;NULL;NULL;2,85;0,039;-1,00
Hockey;Finska;Finland SM 3;2;4;0;2;NULL;NULL;3,35;0,04;-1,00
Basketball;Češka;Czech Mat;1;4;0;2;NULL;NULL;1,40;0,032;0,40
Handball;Mednarodni;SEHA League;2;4;0;2;NULL;NULL;1,55;0,06;0,55
Basketball;Mednarodni;Eurocup;1;4;0;2;NULL;NULL;1,70;0,038;-1,00
Basketball;Češka;Czech Mat;2;4;0;2;NULL;NULL;1,88;0,036;-1,00
Basketball;Mednarodni;Euro Chall;2;4;0;2;NULL;NULL;2,05;0,05;1,05
soccer;Nizozemska;Dutch Cup;2;4;0;2;NULL;NULL;1,45;0,044;0,45
soccer;Nizozemska;Dutch Cup;2;4;0;2;1,00;NULL;2,05;0,035;1,05
Basketball;Mednarodni;Euro Chall;2;4;0;2;NULL;NULL;1,95;0,033;-1,00
Basketball;Mednarodni;Euro Chall;1;4;0;2;NULL;NULL;1,33;0,051;0,33
Basketball;Mednarodni;Euro Chall;1;4;0;2;NULL;NULL;1,87;0,031;0,87
Basketball;Mednarodni;Eurocup;1;4;0;2;NULL;NULL;1,20;0,038;0,20
Basketball;Mednarodni;Eurocup;1;4;0;2;NULL;NULL;1,50;0,042;0,50
soccer;Izrael;Israel Toto;1;4;0;2;NULL;NULL;1,90;0,044;-1,00
soccer;Izrael;Israel Toto;2;4;0;4;NULL;2,50;1,70;0,043;0,70
soccer;Španija;Spain Cup;1;4;0;2;-2,00;NULL;2,20;0,037;1,20
Basketball;Slovenija;Sloven1A SKL;2;4;0;2;NULL;NULL;1,30;0,061;0,30
Basketball;Mednarodni;Euroleague W;1;4;0;2;NULL;NULL;1,65;0,036;0,65
Basketball;Mednarodni;Euro Chall;1;4;0;2;NULL;NULL;1,55;0,051;-1,00
soccer;Belgija;Belgian Cup;1;4;0;4;NULL;2,50;1,60;0,045;-1,00
soccer;Belgija;Belgian Cup;2;4;0;2;NULL;NULL;1,45;0,059;0,45
soccer;Belgija;Belgian Cup;2;4;0;2;1,00;NULL;2,17;0,054;1,17
soccer;Belgija;Belgian Cup;2;4;1;2;NULL;NULL;1,88;0,045;0,88
soccer;Francija;France L Cup;1;4;0;2;NULL;NULL;1,25;0,044;0,25
soccer;Španija;Spain Cup;1;4;0;2;NULL;NULL;1,75;0,04;-1,00
soccer;Bolivija;Bolivia 1;x2;4;0;2;NULL;NULL;1,85;0,044;0,85
Hockey;ZDA;NHL Reg Time;1;5;0;2;NULL;NULL;1,95;0,048;0,95
soccer;Mednarodni;Club World C;2;5;1;4;NULL;1,50;1,90;0,034;0,90
soccer;Iran;Iran PL;2;5;0;2;NULL;NULL;1,55;0,031;0,55
soccer;Grčija;Greece Cup;2;5;0;2;NULL;NULL;2,35;0,036;-1,00
soccer;Grčija;Greece Cup;1x;5;0;2;NULL;NULL;2,26;0,05;1,26
soccer;Grčija;Greece Cup;2;5;0;2;NULL;NULL;1,40;0,036;0,40
soccer;Grčija;Greece Cup;1;5;0;4;NULL;2,50;1,70;0,037;0,70
soccer;Grčija;Greece Cup;2;5;1;2;NULL;NULL;1,81;0,034;0,81
soccer;Grčija;Greece Cup;2;5;0;2;1,00;NULL;2,04;0,031;1,04
soccer;Turčija;Turkey Cup;x2;5;0;2;NULL;NULL;3,05;0,031;-1,00
soccer;Nizozemska;Dutch Cup;2;5;0;2;NULL;NULL;9,00;0,032;-1,00
Basketball;ZDA;NBA;2;6;0;2;NULL;NULL;1,90;0,043;-1,00
Basketball;Filipini;PBA Phil Cup;1;6;0;2;NULL;NULL;1,50;0,033;0,50
Basketball;Avstralija;Aussie NBL;1;6;0;2;NULL;NULL;1,28;0,032;0,28
soccer;Avstralija;Australia;2;6;1;4;NULL;1,50;1,50;0,032;0,50
Basketball;Avstralija;Aussie WNBL;2;6;0;2;NULL;NULL;1,70;0,035;-1,00
soccer;Iran;Iran PL;2;6;0;4;NULL;2,50;1,55;0,054;0,55
soccer;Iran;Iran PL;2;6;0;2;NULL;NULL;2,00;0,032;-1,00
Basketball;Kitajska;China BaskAs;1;6;0;2;NULL;NULL;1,30;0,031;-1,00
Basketball;Kitajska;China BaskAs;1;6;0;2;NULL;NULL;1,27;0,042;0,27
Handball;Mednarodni;WorldCh 3 W;2;6;0;2;NULL;NULL;2,10;0,055;1,10
soccer;Hrvaška;Croati 1.HNL;2;6;0;2;NULL;NULL;1,45;0,068;0,45
Basketball;Mednarodni;Euroleague;1;6;0;2;NULL;NULL;1,62;0,034;0,62
soccer;Romunija;Romania 1;2;6;0;2;NULL;NULL;3,45;0,042;-1,00
soccer;Francija;France 3;1;6;0;2;0,00;NULL;2,00;0,033;1,00
soccer;Francija;France 3;1;6;0;2;NULL;NULL;2,10;0,034;-1,00
soccer;Poljska;Poland O E;2;6;0;2;0,00;NULL;2,19;0,033;1,19
Basketball;Francija;France ProA;1;6;0;2;NULL;NULL;1,42;0,048;0,42
Basketball;J.Koreja;Korean BL;1;7;0;2;NULL;NULL;1,30;0,031;0,30
Basketball;Avstralija;Aussie WNBL;2;7;0;2;NULL;NULL;2,70;0,036;1,70
Basketball;Avstralija;Aussie WNBL;2;7;0;2;NULL;NULL;4,20;0,036;-1,00
Basketball;Turčija;Turkey TBL;2;7;0;2;NULL;NULL;2,70;0,032;-1,00
soccer;Italija;Italy L Pro;1;7;0;2;NULL;NULL;1,95;0,057;0,95
soccer;Anglija;Eng L1;1;7;0;2;NULL;NULL;4,00;0,038;3,00
soccer;Anglija;Eng L1;2;7;0;2;NULL;NULL;5,70;0,036;-1,00
soccer;Škotska;Scot Premier;2;7;0;2;NULL;NULL;3,40;0,038;-1,00
soccer;Škotska;Scot 3;1;7;0;2;NULL;NULL;2,45;0,052;1,45
soccer;Škotska;Scot 2;2;7;1;4;NULL;1,50;1,65;0,044;0,65
soccer;Škotska;Scot 2;2;7;1;4;NULL;1,50;1,60;0,033;-1,00
soccer;Škotska;Scot 3;2;7;1;4;NULL;1,50;1,65;0,05;0,65
soccer;Ciper;Cyprus 1st D;2;7;0;2;NULL;NULL;1,22;0,035;0,22
soccer;Hrvaška;Croati 1.HNL;2;7;0;2;NULL;NULL;1,80;0,042;0,80
Basketball;Mednarodni;Adriatic;2;7;0;2;NULL;NULL;2,55;0,073;1,55
soccer;Romunija;Romania 1;2;7;0;4;NULL;2,50;1,75;0,035;0,75
Basketball;Češka;Czech Mat;2;7;0;2;NULL;NULL;2,00;0,035;-1,00
Basketball;Poljska;Polish Liga;2;7;0;2;NULL;NULL;2,10;0,031;1,10
Basketball;Poljska;Polish Liga;2;7;0;2;NULL;NULL;6,50;0,033;-1,00
soccer;Grčija;Greek;2;7;0;2;2,00;NULL;2,05;0,037;-1,00
Basketball;Slovenija;Sloven1A SKL;2;7;0;2;NULL;NULL;1,25;0,046;0,25
Basketball;Mednarodni;Adriatic;1;7;0;2;NULL;NULL;1,60;0,062;-1,00
Basketball;Mednarodni;Adriatic;2;7;0;2;NULL;NULL;2,60;0,033;1,60
Basketball;Avstrija;Austria OBL;1;7;0;2;NULL;NULL;1,60;0,032;-1,00
Basketball;Španija;Spain ACB;2;7;0;2;NULL;NULL;2,80;0,035;-1,00
Basketball;Mednarodni;Adriatic;1;7;0;2;NULL;NULL;1,65;0,074;-1,00
Basketball;ZDA;NBA;2;1;0;2;NULL;NULL;2,00;0,035;-1,00
Basketball;ZDA;NBA;1;1;0;2;NULL;NULL;2,00;0,035;1,00
Basketball;ZDA;NBA;2;1;0;2;NULL;NULL;2,00;0,031;-1,00
Basketball;Avstralija;Aussie WNBL;2;1;0;2;NULL;NULL;4,55;0,035;-1,00
Basketball;J.Koreja;Korean BL;2;1;0;2;NULL;NULL;2,65;0,031;-1,00
Basketball;Španija;Spain ACB;2;1;0;2;NULL;NULL;1,25;0,031;0,25
Basketball;Španija;Spain ACB;2;1;0;2;NULL;NULL;1,28;0,046;0,28
soccer;Grčija;Greek;2;1;0;4;NULL;2,50;1,75;0,032;0,75
soccer;Italija;Serie A;2;1;0;2;NULL;NULL;1,67;0,033;0,67
Basketball;Turčija;Turkey TBL;1;1;0;2;NULL;NULL;1,35;0,049;0,35
soccer;Ciper;Cyprus 1st D;2;1;1;4;NULL;1,50;1,50;0,032;0,50
soccer;Francija;French 1;2;1;0;4;NULL;2,50;1,73;0,037;-1,00
soccer;Ekvador;Ecuador A;2;1;0;4;NULL;2,50;1,80;0,049;0,80
Basketball;Italija;Italy Lega A;1;1;0;2;NULL;NULL;2,08;0,031;1,08
Basketball;Španija;Spain ACB;1;1;0;2;NULL;NULL;3,30;0,031;2,30
soccer;Italija;Serie A;x2;1;0;2;NULL;NULL;2,00;0,032;1,00
Basketball;ZDA;NBA;1;1;0;2;NULL;NULL;1,45;0,036;-1,00
Basketball;Turčija;Turkey TBL;2;2;0;2;NULL;NULL;1,50;0,035;-1,00
Basketball;Izrael;Israeli;1;2;0;2;NULL;NULL;1,40;0,031;-1,00
soccer;Portugalska;Portuguese;2;2;0;4;NULL;2,50;1,50;0,034;0,50
soccer;Anglija;EngFA Trophy;1;2;0;4;NULL;2,50;1,66;0,032;0,66
Basketball;Mednarodni;Adriatic;2;2;0;2;NULL;NULL;1,96;0,04;-1,00
Basketball;ZDA;NBA;1;3;0;2;NULL;NULL;1,80;0,031;-1,00
Basketball;ZDA;NBA;1;3;0;2;NULL;NULL;1,35;0,096;0,35
soccer;Iran;Iran PL;1;3;0;2;NULL;NULL;1,50;0,031;0,50
soccer;Ciper;Cyprus 1st D;2;3;0;4;NULL;2,50;1,90;0,044;-1,00
Basketball;Mednarodni;Adriatic;2;3;0;2;NULL;NULL;1,50;0,038;0,50
Basketball;Hrvaška;Croatia Cup;1;3;0;2;NULL;NULL;1,62;0,073;0,62
Hockey;Avstrija;Austri EHL 3;2;3;0;2;NULL;NULL;1,50;0,032;-1,00
soccer;Turčija;Turkey Cup;1;3;0;2;NULL;NULL;1,55;0,033;0,55
soccer;Turčija;Turkey Cup;1;3;1;2;NULL;NULL;2,03;0,044;-1,00
Basketball;Hrvaška;Croatia Cup;2;3;0;2;NULL;NULL;1,75;0,034;0,75
soccer;Škotska;Scottish cup;1;3;0;2;NULL;NULL;2,05;0,033;1,05
Basketball;Mednarodni;Adriatic;1;3;0;2;NULL;NULL;1,55;0,041;-1,00
Basketball;Španija;Spain ACB;1;3;0;2;NULL;NULL;1,85;0,031;0,85
Basketball;Avstralija;Aussie NBL;1;4;0;2;NULL;NULL;1,88;0,036;0,88
Basketball;J.Koreja;Korean BL;2;4;0;2;NULL;NULL;1,55;0,053;0,55
Basketball;J.Koreja;Korean BL;2;4;0;2;NULL;NULL;1,70;0,032;-1,00
soccer;Iran;Iran PL;1;4;0;2;NULL;NULL;1,33;0,036;0,33
Basketball;Kitajska;China BaskAs;2;4;0;2;NULL;NULL;1,45;0,032;0,45
Basketball;Kitajska;China BaskAs;1;4;0;2;NULL;NULL;1,70;0,036;0,70
Basketball;Grčija;Greek A1;1;4;0;2;NULL;NULL;1,40;0,035;0,40
soccer;Ciper;Cyprus 1st D;2;4;0;2;NULL;NULL;2,65;0,052;1,65
Basketball;Mednarodni;Adriatic;1;4;0;2;NULL;NULL;1,75;0,052;0,75
soccer;Turčija;Turkey Cup;2;4;0;4;NULL;2,50;2,38;0,047;-1,00
Basketball;Turčija;Turkey TBL;1;4;0;2;NULL;NULL;3,00;0,031;-1,00
Basketball;Nemčija;Ger - Bund 1;1;4;0;2;NULL;NULL;2,32;0,045;-1,00
Basketball;Nemčija;Ger - Bund 1;2;4;0;2;NULL;NULL;2,65;0,031;1,65
Basketball;Turčija;Turkey TBL;1;4;0;2;NULL;NULL;1,45;0,04;0,45
Basketball;Poljska;Polish Liga;2;4;0;2;NULL;NULL;1,43;0,037;0,43
soccer;Turčija;Turkey Cup;2;4;0;4;NULL;2,50;1,81;0,038;0,81
Hockey;Švica;Switz NL A 3;1;4;0;2;NULL;NULL;1,90;0,043;0,90
soccer;Belgija;Belgian;2;4;0;2;NULL;NULL;1,90;0,08;-1,00
Basketball;Nemčija;Ger - Bund 1;2;4;0;2;NULL;NULL;1,55;0,033;-1,00
Basketball;Italija;Italy Lega A;2;4;0;2;NULL;NULL;1,70;0,043;-1,00
Basketball;Španija;Spain ACB;2;4;0;2;NULL;NULL;2,00;0,038;-1,00
Basketball;Mednarodni;Adriatic;1;4;0;2;NULL;NULL;1,40;0,046;-1,00
Basketball;ZDA;NBA;1;5;0;2;NULL;NULL;1,45;0,033;0,45
Basketball;Turčija;Turkey TBL;2;5;0;2;NULL;NULL;2,05;0,038;-1,00
soccer;Turčija;Turkey Cup;1;5;0;2;NULL;NULL;1,75;0,033;0,75
Basketball;Filipini;PBA Phil Cup;1;6;0;2;NULL;NULL;1,45;0,065;0,45
Basketball;Kitajska;China BaskAs;2;6;0;2;NULL;NULL;1,45;0,034;0,45
Basketball;Kitajska;China BaskAs;2;6;0;2;NULL;NULL;3,30;0,039;2,30
soccer;Egipt;Egypt PL;2;6;0;2;NULL;NULL;2,07;0,033;-1,00
Hockey;Rusija;Russia VHL 3;2;6;0;2;NULL;NULL;2,60;0,037;-1,00
Basketball;ZDA;NBA;2;6;0;2;NULL;NULL;2,90;0,032;-1,00
soccer;Egipt;Egypt PL;2;6;0;4;NULL;2,50;1,55;0,036;-1,00
Basketball;J.Koreja;Korean BL;2;7;0;2;NULL;NULL;3,00;0,033;-1,00
soccer;Avstralija;Australia;1;7;0;2;NULL;NULL;1,85;0,04;0,85
Basketball;Filipini;PBA Phil Cup;2;7;0;2;NULL;NULL;6,00;0,081;-1,00
Basketball;J.Koreja;Korean BL;1;7;0;2;NULL;NULL;1,40;0,034;0,40
Basketball;Filipini;PBA Phil Cup;1;7;0;2;NULL;NULL;1,45;0,032;0,45
soccer;Iran;Iran PL;2;7;0;2;NULL;NULL;2,10;0,039;-1,00
soccer;Iran;Iran PL;2;7;0;4;NULL;2,50;1,55;0,041;-1,00
soccer;Iran;Iran PL;2;7;0;2;NULL;NULL;2,80;0,034;-1,00
soccer;Iran;Iran PL;2;7;0;2;NULL;NULL;2,75;0,034;-1,00
soccer;Iran;Iran PL;2;7;0;4;NULL;2,50;1,65;0,036;0,65
soccer;Iran;Iran PL;2;7;0;4;NULL;2,50;1,75;0,047;0,75
soccer;Turčija;Turkey SL;2;7;0;2;NULL;NULL;2,40;0,037;-1,00
soccer;Anglija;Eng. Premier;1;7;0;2;NULL;NULL;2,45;0,032;-1,00
soccer;Anglija;Eng L1;2;7;1;4;NULL;1,50;1,60;0,036;0,60
soccer;Anglija;Eng L2;2;7;0;2;0,00;NULL;1,91;0,037;0,91
soccer;Anglija;Eng L2;2;7;0;4;NULL;2,50;1,88;0,038;0,88
soccer;Anglija;Eng L2;2;7;1;4;NULL;1,50;1,55;0,032;0,55
soccer;Anglija;Eng L2;2;7;1;4;NULL;1,50;1,50;0,031;0,50
soccer;Škotska;Scot 2;2;7;0;2;0,00;NULL;2,27;0,037;1,27
soccer;Škotska;Scot 2;2;7;0;4;NULL;2,50;2,26;0,032;-1,00
soccer;Škotska;Scot 2;2;7;1;4;NULL;1,50;1,65;0,045;0,65
soccer;Egipt;Egypt PL;2;7;0;4;NULL;2,50;1,73;0,031;0,73
soccer;Škotska;Scot 3;1;7;0;2;NULL;NULL;1,47;0,034;0,47
soccer;Škotska;Scot 3;1;7;0;2;NULL;NULL;1,75;0,032;0,75
soccer;Anglija;Eng. Premier;2;7;1;4;NULL;1,50;1,55;0,034;0,55
Basketball;Mednarodni;Adriatic;1;7;0;2;NULL;NULL;1,50;0,059;0,50
soccer;Izrael;Israel Prem;2;7;0;2;NULL;NULL;2,40;0,031;-1,00
soccer;Izrael;Israel Prem;2;7;0;4;NULL;2,50;1,60;0,041;0,60
soccer;Izrael;Israel Prem;2;7;0;4;NULL;2,50;1,70;0,036;0,70
Basketball;Poljska;Polish Liga;1;7;0;2;NULL;NULL;2,70;0,04;-1,00
soccer;Izrael;Israel Prem;2;7;0;4;NULL;2,50;1,60;0,054;0,60
soccer;Anglija;Eng. Premier;2;7;1;4;NULL;1,50;1,52;0,037;0,52
Basketball;ZDA;NBA;1;1;0;2;NULL;NULL;1,62;0,037;-1,00
Basketball;ZDA;NBA;2;1;0;2;NULL;NULL;2,00;0,038;1,00
Hockey;ZDA;NHL Reg Time;2;1;0;2;NULL;NULL;2,00;0,052;-1,00
Basketball;ZDA;NBA;2;1;0;2;NULL;NULL;1,92;0,047;0,92
Basketball;ZDA;NBA;2;1;0;2;NULL;NULL;1,45;0,036;-1,00
Basketball;Avstralija;Aussie NBL;2;1;0;2;NULL;NULL;1,28;0,034;0,28
Basketball;J.Koreja;Korean BL;1;1;0;2;NULL;NULL;1,75;0,034;-1,00
soccer;Iran;Iran PL;2;1;0;4;NULL;2,50;1,45;0,049;0,45
Basketball;Kitajska;China BaskAs;1;1;0;2;NULL;NULL;1,60;0,039;0,60
soccer;Turčija;Turkey SL;1;1;0;2;NULL;NULL;1,52;0,046;0,52
Basketball;Španija;Spain ACB;1;1;0;2;NULL;NULL;1,65;0,036;0,65
soccer;Turčija;Turkey SL;1;1;0;2;NULL;NULL;3,20;0,031;-1,00
soccer;Turčija;Turkey 2;1;1;0;2;NULL;NULL;1,80;0,046;0,80
Basketball;Mednarodni;Adriatic;1;1;0;2;NULL;NULL;3,85;0,066;-1,00
soccer;Italija;Serie B;2;1;0;2;0,00;NULL;2,02;0,035;-1,00
Hockey;Mednarodni;WorCh U20 3;2;1;0;2;1,00;NULL;3,80;0,249;2,80
Basketball;Turčija;Turkey TBL;2;1;0;2;NULL;NULL;2,65;0,037;-1,00
Basketball;Turčija;Turkey TBL;2;1;0;2;NULL;NULL;2,00;0,046;-1,00
Handball;Švedska;Swed Elits;1;1;0;2;NULL;NULL;6,00;0,581;5,00
Basketball;Poljska;Polish Liga;2;1;0;2;NULL;NULL;6,00;0,031;-1,00
Basketball;Avstrija;Austria OBL;1;1;0;2;NULL;NULL;1,80;0,033;0,80
Basketball;Mednarodni;Adriatic;1;1;0;2;NULL;NULL;1,35;0,035;-1,00
Basketball;Nemčija;Ger - Bund 1;2;1;0;2;NULL;NULL;1,55;0,035;-1,00
Basketball;Nemčija;Ger - Bund 1;1;1;0;2;NULL;NULL;1,26;0,032;0,26
Basketball;Poljska;Polish Liga;2;1;0;2;NULL;NULL;3,80;0,031;-1,00
Basketball;Španija;Spain ACB;1;1;0;2;NULL;NULL;1,40;0,042;-1,00
Basketball;ZDA;NBA;1;2;0;2;NULL;NULL;1,55;0,09;0,55
Basketball;ZDA;NBA;1;2;0;2;NULL;NULL;1,45;0,047;-1,00
Basketball;Filipini;PBA Phil Cup;1;2;0;2;NULL;NULL;1,65;0,044;0,65
Hockey;Mednarodni;WorCh U20 3;2;2;0;2;NULL;NULL;1,40;0,043;0,40
Basketball;Grčija;Greek Cup;2;2;0;2;NULL;NULL;1,25;0,031;-1,00
Basketball;Mednarodni;Adriatic;2;2;0;2;NULL;NULL;2,10;0,031;1,10
soccer;Anglija;Eng. Premier;1;2;0;2;NULL;NULL;2,50;0,079;-1,00
Hockey;Norveška;Nor GET L 3;1;2;0;2;NULL;NULL;1,50;0,032;0,50
Hockey;Norveška;Nor GET L 3;2;2;0;2;NULL;NULL;7,25;0,041;-1,00
soccer;Anglija;Eng. Premier;2;2;1;4;NULL;1,50;1,65;0,038;0,65
Hockey;Švedska;Swed Elits 3;2;2;0;2;NULL;NULL;4,75;0,121;-1,00
Handball;Danska;Den HB;1;2;0;2;NULL;NULL;1,80;0,037;0,80
Basketball;Izrael;Israeli;2;2;0;2;NULL;NULL;1,45;0,041;0,45
soccer;Egipt;Egypt PL;1;3;0;2;NULL;NULL;1,45;0,043;0,45
soccer;Portugalska;Portu L Cup;2;3;0;4;NULL;2,50;2,15;0,055;-1,00
soccer;Portugalska;Portu L Cup;x2;3;0;2;NULL;NULL;3,60;0,031;2,60
Basketball;Mednarodni;Euroleague;1;3;0;2;NULL;NULL;1,32;0,042;0,32
soccer;Škotska;Scot Premier;1;3;0;2;NULL;NULL;1,55;0,033;0,55
Basketball;ZDA;NBA;1;4;0;2;NULL;NULL;1,75;0,034;-1,00
Basketball;ZDA;NBA;1;4;0;2;NULL;NULL;1,62;0,036;-1,00
Basketball;J.Koreja;Korean BL;1;4;0;2;NULL;NULL;1,40;0,045;-1,00
Basketball;Kitajska;China BaskAs;2;4;0;2;NULL;NULL;1,25;0,039;0,25
Basketball;Kitajska;China BaskAs;2;4;0;2;NULL;NULL;1,75;0,056;0,75
soccer;Egipt;Egypt PL;2;4;0;4;NULL;2,50;1,50;0,05;0,50
soccer;Španija;La Liga;2;4;0;2;NULL;NULL;2,65;0,035;1,65
soccer;Škotska;Scot Premier;2;4;0;4;NULL;2,50;1,88;0,031;-1,00
soccer;Škotska;Scot Premier;2;4;1;4;NULL;1,50;1,50;0,039;0,50
soccer;Španija;La Liga;2;4;0;2;NULL;NULL;1,65;0,031;0,65
Basketball;Mednarodni;Euroleague;2;4;0;2;NULL;NULL;1,92;0,031;0,92
Basketball;Mednarodni;Euroleague;2;4;0;2;NULL;NULL;1,55;0,031;0,55
Basketball;Poljska;Polish Liga;1;4;0;2;NULL;NULL;1,35;0,035;-1,00
soccer;Španija;La Liga;2;4;0;2;NULL;NULL;2,80;0,035;1,80
soccer;Španija;La Liga;2;4;0;4;NULL;2,50;1,84;0,032;0,84
soccer;Španija;La Liga;2;4;1;4;NULL;1,50;1,45;0,032;0,45
soccer;Španija;La Liga;2;4;0;2;0,00;NULL;2,00;0,032;1,00
Basketball;Nemčija;Ger - Bund 1;2;4;0;2;NULL;NULL;1,55;0,033;0,55
Basketball;Poljska;Polish Liga;1;4;0;2;NULL;NULL;2,35;0,032;-1,00
soccer;Škotska;Scot Premier;2;4;1;4;NULL;1,50;1,50;0,036;-1,00
Basketball;ZDA;NBA;1;5;0;2;NULL;NULL;1,85;0,034;0,85
Basketball;ZDA;NBA;1;5;0;2;NULL;NULL;3,85;0,054;2,85
Basketball;ZDA;NBA;1;5;0;2;NULL;NULL;1,50;0,059;0,50
Hockey;ZDA;NHL Reg Time;1;5;0;2;NULL;NULL;2,05;0,034;1,05
soccer;Iran;Iran PL;2;5;0;2;NULL;NULL;3,50;0,045;-1,00
soccer;Iran;Iran PL;2;5;0;2;NULL;NULL;5,25;0,033;-1,00
Basketball;ZDA;NBA;1;6;0;2;NULL;NULL;2,05;0,036;-1,00
Basketball;ZDA;NBA;2;6;0;2;NULL;NULL;2,75;0,072;-1,00
Basketball;J.Koreja;Korean BL;2;6;0;2;NULL;NULL;2,20;0,034;-1,00
Basketball;J.Koreja;Korean BL;2;6;0;2;NULL;NULL;1,92;0,128;-1,00
soccer;Iran;Iran PL;1;6;0;2;NULL;NULL;3,50;0,035;-1,00
soccer;Iran;Iran PL;1;6;0;2;NULL;NULL;1,80;0,034;0,80
soccer;Iran;Iran PL;2;6;0;4;NULL;2,50;1,60;0,033;-1,00
soccer;Iran;Iran PL;2;6;0;4;NULL;2,50;1,60;0,035;-1,00
soccer;Iran;Iran PL;2;6;0;2;NULL;NULL;5,15;0,084;-1,00
Basketball;Kitajska;China BaskAs;1;6;0;2;NULL;NULL;1,75;0,043;0,75
Basketball;Kitajska;China BaskAs;2;6;0;2;NULL;NULL;1,85;0,047;0,85
Basketball;Kitajska;China BaskAs;1;6;0;2;NULL;NULL;2,55;0,038;-1,00
soccer;Severna Irska;N. Ireland P;1;6;0;4;NULL;2,50;1,75;0,042;-1,00
soccer;Severna Irska;N. Ireland P;1;6;0;2;NULL;NULL;1,70;0,048;-1,00
soccer;Anglija;Eng. Chship;2;6;0;4;NULL;2,50;1,70;0,034;-1,00
Basketball;Avstralija;Aussie WNBL;1;7;0;2;NULL;NULL;1,40;0,034;0,40
Basketball;J.Koreja;Korean BL;2;7;0;2;NULL;NULL;2,05;0,034;-1,00
soccer;Avstralija;Australia;2;7;0;2;NULL;NULL;2,85;0,032;-1,00
